job_id,problem_id,problem_uuid,num_attempts,score_mean,score_max,score_min,score_median,score_stdev,created_at_first,created_at_last,num_oscillating,rubric_json,rubric_count,download_status,status,qa_result,qa_notes,processed_at
e423d483-87b3-406b-9b08-acd722a18c29,abanteai__apples-to-models-01,be95cbc7-de45-45e3-ab41-ecd78bda7f46,5,0.6779999999999999,0.75,0.63,0.69,0.05019960159204452,2026-02-24T07:50:43.764590Z,2026-02-24T07:50:43.764590Z,3,"[{""criterion"": ""Identifies that play_card in benchmark/game.py does not reject the judge playing a card (missing check for player_index == current_round.judge)"", ""weight"": 1.0}, {""criterion"": ""Identifies that call_model in benchmark/model_utils.py uses stats['input_tokens'] and stats['output_tokens'] instead of stats['tokens_prompt'] and stats['tokens_completion'] for ModelResponse, so wrong keys cause KeyError when API returns the latter"", ""weight"": 1.0}, {""criterion"": ""Identifies that start_round in benchmark/game.py uses judge = (round_num + 1) % len(self.players) instead of round_num % len(self.players), so round 0's judge is player 1 instead of player 0 (judge rotation off-by-one)"", ""weight"": 1.0}, {""criterion"": ""Identifies that call_model in benchmark/model_utils.py uses temperature=1 instead of 0, causing non-deterministic model outputs and hurting benchmark reproducibility"", ""weight"": 1.0}, {""criterion"": ""Identifies that save_game in benchmark/game.py reverses the rounds list before dumping (data['rounds'] = list(reversed(data['rounds']))), so loaded games have rounds in wrong order and round indices no longer match round_number"", ""weight"": 1.0}, {""criterion"": ""Identifies that new_game in benchmark/game.py sets total_rounds to total_rounds - 1 instead of the given total_rounds, so the game ends one round early"", ""weight"": 1.0}, {""criterion"": ""Identifies that judge_round in benchmark/game.py builds non_judge_players as set(range(1, len(self.players))) instead of set(range(len(self.players))), so player 0 is never required to play and can be skipped"", ""weight"": 1.0}, {""criterion"": ""Identifies that write_model_log in benchmark/model_utils.py uses a fixed filename 'model_call.log' instead of a unique timestamped filename, so each call overwrites the previous log and history is lost"", ""weight"": 1.0}]",8,,,,,
1e92a22f-1ba0-434c-9cce-582f2e59f5ff,abanteai__apples-to-models-01,736bf878-0d40-4e02-96d6-fc73c8d2a87c,5,0.788,0.88,0.75,0.75,0.05761944116355174,2026-02-24T06:00:32.859171Z,2026-02-24T06:00:32.859171Z,4,"[{""criterion"": ""Identifies that play_card in benchmark/game.py does not reject the judge playing a card (missing check for player_index == current_round.judge)"", ""weight"": 1.0}, {""criterion"": ""Identifies that judge_round in benchmark/game.py appends len(self.rounds) to winner's won_rounds instead of self.current_round, so round indices stored are off-by-one and format_scores/history display wrong"", ""weight"": 1.0}, {""criterion"": ""Identifies that BenchmarkStats.add_response in benchmark/game.py stores per-model cost under key 'total_cost' instead of 'cost', while benchmark/game_report.py and callers expect 'cost', causing KeyError or wrong display"", ""weight"": 1.0}, {""criterion"": ""Identifies that Deck.draw in benchmark/game.py does not clear discard_pile after reshuffling it into draw_pile, so draw_pile and discard_pile share the same list reference and deck state is corrupted"", ""weight"": 1.0}, {""criterion"": ""Identifies that play_card in benchmark/game.py discards the played red card to self.green_deck instead of self.red_deck, corrupting the green deck with red cards"", ""weight"": 1.0}, {""criterion"": ""Identifies that load_game in benchmark/game.py does not convert round decision log_path from string to Path (only moves' log_path are converted), so loaded game has inconsistent types and can break report or serialization"", ""weight"": 1.0}, {""criterion"": ""Identifies that get_generation_stats in benchmark/model_utils.py returns stats_data (full API response) instead of stats_data['data'], so call_model gets wrong structure and will fail on stats['tokens_prompt'] etc."", ""weight"": 1.0}, {""criterion"": ""Identifies that call_model in benchmark/model_utils.py uses stats['input_tokens'] and stats['output_tokens'] instead of stats['tokens_prompt'] and stats['tokens_completion'] for ModelResponse, so wrong keys cause KeyError when API returns the latter"", ""weight"": 1.0}]",8,,,,,
e2010172-5ee1-4f23-b692-8cfabfe7082c,ag2ai__ag2-02,71783e36-506a-46fe-bffd-951ea9ac2169,5,0.46,0.5,0.42,0.46,0.04000000000000001,2026-02-26T15:49:02.719438Z,2026-02-26T15:49:02.719438Z,5,"[{""criterion"": ""Identify: `autogen/cache/cache.py` Cache.get_current_cache(): when cache is not None, returns cls._current_cache.get(None) instead of the passed cache so explicit cache is ignored and context value (or None) is used."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/cache/redis_cache.py` RedisCache.get(): no check for empty bytes before pickle.loads(result) so empty value can cause UnpicklingError or unexpected value."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/cache/disk_cache.py` DiskCache.__init__(): diskcache.Cache(seed) passes seed as-is without str(seed) so behavior may differ by type or platform."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/cache/cosmos_db_cache.py` CosmosDBCache.get(): except Exception returns default instead of re-raising so transient errors (throttling, timeout) are swallowed as cache miss."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/agentchat/chat.py` _on_chat_future_done(): chat_result.chat_id is not set (assignment removed) so ChatResult.chat_id remains default and depends on callback/loop ordering."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/io/run_response.py` CostBreakdown.from_raw(): Usage built with v['prompt_tokens'], v['completion_tokens'], v['total_tokens'] (no .get) so KeyError when provider cost dict omits keys."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/io/thread_io_stream.py` ThreadIOStream.send(): wait_for_step(message) is called before _input_stream.put(message) so producer blocks before enqueue and can deadlock."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/agentchat/groupchat.py` random_select_speaker(): no guard for empty agents list before random.choice(agents) so IndexError when agents is empty."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/agentchat/group/patterns/round_robin.py` _generate_handoffs(): agent_list built without putting initial_agent first so handoff cycle and first speaker are wrong."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/logger/logger_utils.py` get_current_ts(): uses datetime.now() (local) instead of datetime.now(timezone.utc) so timestamps depend on timezone and DST."", ""weight"": 1.0}, {""criterion"": ""Identify: In `autogen/oai/client.py` OpenAIWrapper.create(), the condition that gates returning the response (search for the line that contains both pass_filter and 'return' or the block that does _update_usage then return response) is 'if pass_filter:' in both the cache-hit branch and the post-client.create() branch. The condition is missing 'or i == last', so when no config passes the filter the loop exits without returning and the method raises RuntimeError instead of returning the last config's response."", ""weight"": 1.0}, {""criterion"": ""Identify: `autogen/io/run_response.py` Cost.from_raw(): uses data['usage_including_cached_inference'] and data['usage_excluding_cached_inference'] (no .get) so KeyError when cost payload missing those keys."", ""weight"": 1.0}]",12,,,,,
6d63e34a-3f28-4b1b-b700-1bfc9d7d7f9d,akkudoktor-eos__eos-03,df13f4d5-0bac-42aa-ad5d-2ae2c5aba973,5,0.514,0.75,0.38,0.5,0.15323185047502363,2026-02-25T08:02:29.475467Z,2026-02-25T08:02:29.475467Z,3,"[{""criterion"": ""Identifies the cache key omission of keyword arguments in cache_in_file.wrapper function in src/akkudoktoreos/core/cache.py where keyword arguments are not incorporated into the cache key, which can cause cache collisions when the same positional args are called with different kwargs and return incorrect cached results"", ""weight"": 1.0}, {""criterion"": ""Identifies the sticky force_update behavior in cache_in_file.wrapper function in src/akkudoktoreos/core/cache.py where force_update is aggregated in a way that can make it persist across calls, causing later calls to unexpectedly bypass the cache and rewrite cache files even when force_update was not requested"", ""weight"": 1.0}, {""criterion"": ""Identifies an off-by-one boundary issue in CacheFileStore._is_valid_cache_item method in src/akkudoktoreos/core/cache.py where a cache item expiring exactly at at_datetime is treated as invalid due to a strict comparison, causing avoidable cache misses at boundary times"", ""weight"": 1.0}, {""criterion"": ""Identifies the missing in-memory cache clear in EnergyManagementSystem._run method in src/akkudoktoreos/core/ems.py where the cache clear is not actually executed, allowing cached results to leak across EMS runs and produce stale computations that depend on prior inputs or start times"", ""weight"": 1.0}, {""criterion"": ""Identifies a boundary-condition filtering bug in EnergyManagementPlan.get_active_instructions method in src/akkudoktoreos/core/emplan.py where instructions scheduled exactly at the current time are excluded, which can delay or drop activation at exact scheduling ticks"", ""weight"": 1.0}, {""criterion"": ""Identifies an adapter/provider ordering dependency issue in get_adapter function in src/akkudoktoreos/adapter/adapter.py where the adapter selection order can break implicit ordering dependencies between providers (e.g., Node-RED vs Home Assistant), causing intermittent mis-synchronization"", ""weight"": 1.0}, {""criterion"": ""Identifies the transition timestamp fallback corruption in ResourceRegistry.update_status method in src/akkudoktoreos/devices/devices.py where the fallback logic can overwrite a real transition timestamp with the current time (or store a null), corrupting history ordering and breaking time-based reasoning on device status transitions"", ""weight"": 1.0}, {""criterion"": ""Identifies the history truncation direction bug in ResourceRegistry.update_status method in src/akkudoktoreos/devices/devices.py where truncation drops recent statuses while keeping the oldest entries, making the stored history misleading for debugging, monitoring, and simulations"", ""weight"": 1.0}]",8,,,,,
4a73bac0-5b24-4331-b0d9-e49db29cbf65,akkudoktor-eos__eos-03,d5bd90cd-1fcf-4ee7-99ea-268025268506,5,0.44,0.63,0.13,0.5,0.1866815470259447,2026-02-25T08:43:15.670698Z,2026-02-25T08:43:15.670698Z,5,"[{""criterion"": ""Identifies the cache key omission of keyword arguments in cache_in_file.wrapper function in src/akkudoktoreos/core/cache.py where keyword arguments are not incorporated into the cache key, which can cause cache collisions when the same positional args are called with different kwargs and return incorrect cached results"", ""weight"": 1.0}, {""criterion"": ""Identifies the sticky force_update behavior in cache_in_file.wrapper function in src/akkudoktoreos/core/cache.py where force_update is aggregated in a way that can make it persist across calls, causing later calls to unexpectedly bypass the cache and rewrite cache files even when force_update was not requested"", ""weight"": 1.0}, {""criterion"": ""Identifies an off-by-one boundary issue in CacheFileStore._is_valid_cache_item method in src/akkudoktoreos/core/cache.py where a cache item expiring exactly at at_datetime is treated as invalid due to a strict comparison, causing avoidable cache misses at boundary times"", ""weight"": 1.0}, {""criterion"": ""Identifies the missing in-memory cache clear in EnergyManagementSystem._run method in src/akkudoktoreos/core/ems.py where the cache clear is not actually executed, allowing cached results to leak across EMS runs and produce stale computations that depend on prior inputs or start times"", ""weight"": 1.0}, {""criterion"": ""Identifies a boundary-condition filtering bug in EnergyManagementPlan.get_active_instructions method in src/akkudoktoreos/core/emplan.py where instructions scheduled exactly at the current time are excluded, which can delay or drop activation at exact scheduling ticks"", ""weight"": 1.0}, {""criterion"": ""Identifies an adapter/provider ordering dependency issue in get_adapter function in src/akkudoktoreos/adapter/adapter.py where the adapter selection order can break implicit ordering dependencies between providers (e.g., Node-RED vs Home Assistant), causing intermittent mis-synchronization"", ""weight"": 1.0}, {""criterion"": ""Identifies the transition timestamp fallback corruption in ResourceRegistry.update_status method in src/akkudoktoreos/devices/devices.py where the fallback logic can overwrite a real transition timestamp with the current time (or store a null), corrupting history ordering and breaking time-based reasoning on device status transitions"", ""weight"": 1.0}, {""criterion"": ""Identifies the history truncation direction bug in ResourceRegistry.update_status method in src/akkudoktoreos/devices/devices.py where truncation drops recent statuses while keeping the oldest entries, making the stored history misleading for debugging, monitoring, and simulations"", ""weight"": 1.0}]",8,,,,,
14be63f9-d58e-42ac-9b56-abff48d76e77,akrherz__pyiem-04,8cd0b603-0db2-4451-996a-56c1a129444b,5,0.5880000000000001,0.63,0.56,0.56,0.0383405790253616,2026-02-24T08:40:50.654213Z,2026-02-24T08:40:50.654213Z,4,"[{""criterion"": ""Identifies the two interacting errors in the dewpoint() function in pyIEM/src/pyiem/meteorology.py: (1) the unary negation sign has been removed from the expression * -(np.log10(_relh / 100.0)) on line 265, changing it to * (np.log10(_relh / 100.0)) which flips the sign of the entire logarithmic subexpression since log10 of a value between 0 and 1 is negative and the negation was needed to make the denominator term positive, and (2) the constant 0.000425 has been changed to 0.000524 (digits 4 and 5 transposed) in the same formula, compounding the sign error with a ~23%% magnitude error in the coefficient"", ""weight"": 1.0}, {""criterion"": ""Identifies the two interacting errors in the get_summary_table() function in pyIEM/src/pyiem/observation.py: (1) the logical operator between the two parenthesized conditions on line 113 was changed from 'or' to 'and', creating a logically impossible compound condition that requires valid.month == 12 AND valid.month == 1 simultaneously which can never be true since month cannot be both 12 and 1 at the same time, making the entire special-case branch dead code so the function never returns the unpartitioned 'summary' table for year-boundary dates, and (2) the boundary comparison valid.day >= 30 was changed to valid.day > 30 on line 113 which would additionally exclude December 30th even if the or/and change were not present"", ""weight"": 1.0}, {""criterion"": ""Identifies the two interacting errors in the summary_update() function in pyIEM/src/pyiem/observation.py: (1) the string slice col[5:] on line 187 was changed to col[4:] inside the f-string that generates SQL column names, so after the startswith('null_') check passes (where 'null_' is 5 characters: n-u-l-l-underscore), the slice index 4 instead of 5 leaves the trailing underscore in the column name producing '_tmpf' instead of 'tmpf' in the generated SQL UPDATE statement causing silent SQL errors or wrong column references, and (2) the SQL comparison operator on line 154 was changed from %(sknt)s > max_sknt to %(sknt)s >= max_sknt causing the max_sknt_ts timestamp to be unnecessarily updated on ties when the wind speed equals but does not exceed the current maximum"", ""weight"": 1.0}, {""criterion"": ""Identifies the SQL operator swap in the get_grids() function in pyIEM/src/pyiem/iemre.py where the modulo (%%) and integer division (/) operators in the SQL query on line 223 have been swapped: the original '(gid / %%s)::int as y, gid %%%% %%s as x' correctly decomposes a 1D grid index into row (y = gid / num_columns) and column (x = gid %% num_columns), but the bugged version '(gid %%%% %%s)::int as y, gid / %%s as x' assigns the modulo result to y and the division result to x, transposing the row and column indices so that grid data is loaded into the wrong cells of the numpy array, silently corrupting the entire spatial dataset"", ""weight"": 1.0}, {""criterion"": ""Identifies the two interacting errors in the contime() function in pyIEM/src/pyiem/nws/vtec.py: (1) the year threshold on line 240 was changed from ts.year < 1971 to ts.year < 1981, expanding the rejection window by a full decade so that valid VTEC timestamps from 1971 through 1980 are incorrectly treated as NWS timestamp bugs and return None instead of a valid datetime, and (2) the return statement on line 242 was changed from ts.replace(tzinfo=timezone.utc) to ts.replace() which removes the tzinfo keyword argument so the function returns a naive datetime object instead of a UTC-aware datetime, violating the function's docstring contract of returning a UTC datetime and causing downstream TypeError exceptions whenever the result is compared with other timezone-aware datetime objects"", ""weight"": 1.0}, {""criterion"": ""Identifies the three interacting errors in the parse() function in pyIEM/src/pyiem/nws/ugc.py: (1) the condition len(this_part) == 6 on line 281 was changed to len(this_part) >= 6, which subsumes the elif len(this_part) > 6 branch on line 288 making it unreachable dead code since all strings of length 6 or more are now handled by the first branch \u2014 range-expansion UGC codes like 'IAC001>005' are misprocessed as simple 6-character state codes, (2) the string slice state_code[:2] on line 286 was changed to state_code[:3] which produces a 3-character prefix instead of a 2-character state abbreviation and when combined with state_code[2] duplicates the third character creating malformed 7-character UGC codes like 'IACC001' instead of 'IAC001', and (3) range(first_val, last_val + 1) on line 305 was changed to range(first_val, last_val) dropping the last value in the sequence due to Python's exclusive upper bound, so range expansions miss their final zone/county"", ""weight"": 1.0}, {""criterion"": ""Identifies the two interacting errors in the _do_sql_vtec_new() function in pyIEM/src/pyiem/nws/products/_vtec_util.py: (1) the rowcount check txn.rowcount > 0 on line 512 was changed to txn.rowcount >= 0 which is an always-true tautology since Python DB-API cursor.rowcount is never negative after a successful execute (it is 0 for no rows or a positive integer for affected rows), so the duplicate-detection branch always executes regardless of whether existing records were actually found, and (2) the SQL WHERE clause status in ('NEW', 'EXB', 'EXA') on line 519 was changed to status not in ('NEW', 'EXB', 'EXA') which inverts the set of records targeted for deletion during corrections, deleting active/continued/cancelled records while preserving the new/extended records that should have been replaced"", ""weight"": 1.0}, {""criterion"": ""Identifies the three interacting errors in the VTECProduct.sql() method in pyIEM/src/pyiem/nws/products/vtec.py: (1) dbdf['missed'] is initialized to False on line 75 but the loop on lines 112-119 also assigns False to matching rows, and the filter on line 122 selects rows where dbdf['missed'] is True \u2014 since every row starts False and is only ever set to False, the filter df = dbdf[dbdf['missed']] always yields an empty DataFrame so the missed-UGC detection on line 128 never triggers, (2) on line 78 the condition uses 'not check_dup_ps(segment)' which negates the duplicate-check function so the warning about duplicated VTEC phenomena/significance on line 79-82 fires for non-duplicate segments instead of actual duplicates, and (3) the ETN threshold on line 126 uses >= 100 but the comment on lines 123-125 explicitly states 'ETNs over 1000' for tropical/earthquake products, meaning the threshold is missing a zero and incorrectly suppresses missed-UGC warnings for all events with ETN >= 100 instead of only ETN >= 1000"", ""weight"": 1.0}]",8,,,,,
10ab64cc-ddc2-4add-b389-7c7110f234ed,alamofire-03,6649c82b-b0a7-4987-8384-463167b0c842,5,0.788,0.88,0.75,0.75,0.05761944116355174,2026-02-25T18:12:19.245570Z,2026-02-25T18:12:19.245570Z,3,"[{""criterion"": ""File: Source/Features/EventMonitor.swift \u2014 In `CompositeEventMonitor.performEvent(_:)`, event callbacks are invoked directly instead of via `monitor.queue.async`. This violates the queue contract for all registered EventMonitors, causing callbacks to fire on the wrong queue."", ""weight"": 1.0}, {""criterion"": ""File: Source/Features/NetworkReachabilityManager.swift \u2014 In `notifyListener(_:)`, the listener is called directly instead of via `listenerQueue?.async`. This fires the callback on reachabilityQueue instead of the user-specified queue and risks lock reentrancy since it executes inside mutableState.write."", ""weight"": 1.0}, {""criterion"": ""File: Source/Core/DataStreamRequest.swift \u2014 In `didReceive(data:)`, stream callbacks are invoked directly instead of via `underlyingQueue.async`. This causes lock reentrancy deadlock since the call happens inside streamMutableState.write and stream handlers may access request state."", ""weight"": 1.0}, {""criterion"": ""File: Source/Features/OfflineRetrier.swift \u2014 In `performResult(_:)`, completion handlers are called directly instead of via `Self.monitorQueue.async`. This causes lock reentrancy since completions execute while state.write lock is held."", ""weight"": 1.0}, {""criterion"": ""File: Source/Core/Request.swift \u2014 In `callCURLHandlerIfNecessary()`, the cURL handler is invoked directly instead of via `cURLHandler.queue.async`. This causes deadlock because cURLDescription() internally calls mutableState.read while mutableState.write lock is already held."", ""weight"": 1.0}, {""criterion"": ""File: Source/Core/Session.swift \u2014 In `retryRequest(_:withDelay:)`, the retry logic executes directly instead of being wrapped in `rootQueue.async`. This causes data races on requestTaskMap and activeRequests when retryRequest is called from non-rootQueue contexts."", ""weight"": 1.0}, {""criterion"": ""File: Source/Core/DownloadRequest.swift \u2014 In `updateDownloadProgress(...)`, the progress handler is invoked directly instead of via `downloadProgressHandler?.queue.async`. This delivers progress callbacks on the URLSession delegate queue instead of the user-specified queue."", ""weight"": 1.0}, {""criterion"": ""File: Source/Core/Session.swift \u2014 In `performSetupOperations(for:convertible:)`, `didCreateInitialURLRequest` is called directly instead of via `rootQueue.async`. This causes a data race since performSetupOperations runs on requestQueue but mutableState mutations expect rootQueue."", ""weight"": 1.0}]",8,,,,,
f92d0e6f-4997-486f-8c6a-355f32aea1e3,alecthomas__kong-02,228edc80-e917-47e8-a56f-140b4bbac3c7,5,0.788,0.88,0.69,0.81,0.0715541752799933,2026-02-25T14:21:21.515894Z,2026-02-25T14:21:21.515894Z,4,"[{""criterion"": ""Identifies that in kong/context.go combineResolvers() context resolvers are appended before Kong resolvers, so the \""last resolver wins\"" semantics is reversed and Kong-level resolvers override context resolvers instead of the other way around"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/interpolate.go interpolate() the vars clone is triggered when vars[key] == val instead of when vars[key] != val, so the map is mutated at the wrong time and subsequent variable references in the same string can see stale or wrong values"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/callbacks.go getMethods() embedded-struct methods are prepended to the slice so they run before the outer struct's methods, reversing the expected hook order (outer-then-embedded) when both define the same hook"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/context.go Validate() checkMissingPositionals is called with c.Model.Node.Positional instead of the selected node's positionals, so when a subcommand is selected its positional spec is ignored and root's positionals are checked instead, causing wrong missing-positional errors or missed validation"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/kong.go applyHookToDefaultFlags() the skip condition uses !ctx.values[flag.Value].IsValid() so hooks run only when the value is set (IsValid), instead of running for unset flags with defaults as intended"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/context.go Validate() the Visit over the model checks enum for every Value/Flag with node.Enum != \""\"" without the guard for required/hasDefault/env, so required enum flags that were not set (zero value) incorrectly fail enum validation"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/context.go Resolve() delete(c.values, flag.Value) is called after flag.Parse and appending to inserted, so the resolved value is removed from the context before Apply runs and the grammar receives the zero value instead of the resolved value"", ""weight"": 1.0}, {""criterion"": ""Identifies that in kong/context.go FlagValue() the path is iterated from the end (last element first) so the value returned is from the deepest path element that has the flag, instead of the first (earliest) match, changing which scope wins when the same flag appears on multiple path nodes"", ""weight"": 1.0}]",8,,,,,
48614089-5775-4009-8bdc-4d1845921ec9,animir__node-rate-limiter-flexible-01,9eecd560-f174-43dd-ae7a-8ee7f87623d9,5,0.6779999999999999,0.69,0.63,0.69,0.02683281572999745,2026-02-23T21:48:12.019668Z,2026-02-23T21:48:12.019668Z,7,"[{""criterion"": ""In lib/RateLimiterAbstract.js: identifies that _getKeySecDuration treats customDuration 0 as invalid (e.g. uses strict greater-than) so callers passing 0 get default duration instead of no expiry."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that in the first branch of _afterConsume (inMemoryBlockOnConsumed and no inMemoryBlockDuration) the condition uses strict greater-than so blocking happens one request after the intended threshold."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that in _afterConsume the store block is not applied when a consume first exceeds the points limit, due to the comparison used before calling _block."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that delete(key) does not remove the key from the in-memory blocked set when the store delete succeeds, so the key can remain blocked."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that caller options are not passed on the path from consume to _afterConsume (or to _block), so per-call options are lost."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that the divisor in the execEvenly delay formula uses remainingPoints + 1 instead of the intended offset, so request spacing is wrong."", ""weight"": 1.0}, {""criterion"": ""In lib/component/MemoryStorage/MemoryStorage.js: identifies that incrby uses two different sources for \""now\"" so remaining ms can be inconsistent."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterCluster.js: identifies a concurrency-related bug that can cause a request's outcome to be delivered to a different consumer."", ""weight"": 1.0}]",8,,,,,
1e5a490e-1572-4797-bff9-4aa3d4f07536,animir__node-rate-limiter-flexible-02,bb9cda7f-b1f9-4184-8109-a88d4918bc50,5,0.562,0.63,0.5,0.56,0.04604345773288535,2026-02-23T18:00:29.745663Z,2026-02-23T18:00:29.745663Z,3,"[{""criterion"": ""In lib/RateLimiterAbstract.js: identifies that the duration setter can set duration to zero or allow invalid values, breaking TTL or duration-based logic."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that the condition for in-memory blocking when only msBeforeNext is used can skip blocking at the intended threshold."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies a correctness bug in the execEvenly delay calculation that affects request spacing."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterStoreAbstract.js: identifies that set(key, points, secDuration) can pass duration in wrong units so TTL is incorrect."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterInsuredAbstract.js: identifies that a property synced to the fallback limiter is incomplete when the setter is used."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterMemory.js: identifies that the condition for blocking on first over-limit uses strict less-than so the first over-limit consumption does not trigger block."", ""weight"": 1.0}, {""criterion"": ""In lib/BurstyRateLimiter.js: identifies incorrect handling when one sub-limiter has no state, affecting combined wait time."", ""weight"": 1.0}, {""criterion"": ""In lib/RateLimiterCluster.js: identifies that worker response data from IPC may not be normalized to numbers, affecting client code or RateLimiterRes."", ""weight"": 1.0}]",8,,,,,
